2024-12-12 21:12:25,788:tensorflow_utils:concat[1, 384, 384, 6]
2024-12-12 21:12:25,795:tensorflow_utils:generator_dwi/gen1_e0_conv2d/BiasAdd[1, 192, 192, 64]
2024-12-12 21:12:25,847:tensorflow_utils:generator_dwi/gen1_e1_conv2d/BiasAdd[1, 96, 96, 128]
2024-12-12 21:12:25,934:tensorflow_utils:generator_dwi/gen1_e2_conv2d/BiasAdd[1, 48, 48, 256]
2024-12-12 21:12:26,023:tensorflow_utils:generator_dwi/gen1_e3_conv2d/BiasAdd[1, 24, 24, 512]
2024-12-12 21:12:26,169:tensorflow_utils:generator_dwi/gen1_e4_conv2d/BiasAdd[1, 12, 12, 512]
2024-12-12 21:12:26,261:tensorflow_utils:generator_dwi/gen1_e5_conv2d/BiasAdd[1, 6, 6, 512]
2024-12-12 21:12:26,349:tensorflow_utils:generator_dwi/gen1_e6_conv2d/BiasAdd[1, 3, 3, 512]
2024-12-12 21:12:26,445:tensorflow_utils:generator_dwi/gen1_d1_deconv2d/BiasAdd[1, 6, 6, 512]
2024-12-12 21:12:26,446:tensorflow_utils:generator_dwi/gen1_d1_split[1, 6, 6, 512]
2024-12-12 21:12:26,541:tensorflow_utils:generator_dwi/gen1_d2_deconv2d/BiasAdd[1, 12, 12, 512]
2024-12-12 21:12:26,542:tensorflow_utils:generator_dwi/gen1_d2_split[1, 12, 12, 512]
2024-12-12 21:12:26,635:tensorflow_utils:generator_dwi/gen1_d3_conv2d_11/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:26,643:tensorflow_utils:generator_dwi/gen1_d3_deconv2d/BiasAdd[1, 24, 24, 512]
2024-12-12 21:12:26,644:tensorflow_utils:generator_dwi/gen1_d3_split_1[1, 24, 24, 512]
2024-12-12 21:12:26,646:tensorflow_utils:generator_dwi/d3_split_2[1, 24, 24, 512]
2024-12-12 21:12:26,734:tensorflow_utils:generator_dwi/gen1_d4_deconv2d/BiasAdd[1, 48, 48, 256]
2024-12-12 21:12:26,735:tensorflow_utils:generator_dwi/gen1_d4_split[1, 48, 48, 256]
2024-12-12 21:12:26,824:tensorflow_utils:generator_dwi/gen1_d4_conv2d_11/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:26,832:tensorflow_utils:generator_dwi/gen1_d5_deconv2d/BiasAdd[1, 96, 96, 128]
2024-12-12 21:12:26,833:tensorflow_utils:generator_dwi/gen1_d5_split[1, 96, 96, 128]
2024-12-12 21:12:26,921:tensorflow_utils:generator_dwi/gen1_d6_deconv2d/BiasAdd[1, 192, 192, 64]
2024-12-12 21:12:26,964:tensorflow_utils:generator_dwi/gen1_d7_deconv2d/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:26,965:tensorflow_utils:data/shuffle_batch[1, 384, 384, 3]
2024-12-12 21:12:26,972:tensorflow_utils:generator_first/gen1_e0_conv2d/BiasAdd[1, 192, 192, 64]
2024-12-12 21:12:27,073:tensorflow_utils:generator_first/gen1_e1_conv2d/BiasAdd[1, 96, 96, 128]
2024-12-12 21:12:27,159:tensorflow_utils:generator_first/gen1_e2_conv2d/BiasAdd[1, 48, 48, 256]
2024-12-12 21:12:27,247:tensorflow_utils:generator_first/gen1_e3_conv2d/BiasAdd[1, 24, 24, 512]
2024-12-12 21:12:27,335:tensorflow_utils:generator_first/gen1_e4_conv2d/BiasAdd[1, 12, 12, 512]
2024-12-12 21:12:27,424:tensorflow_utils:generator_first/gen1_e5_conv2d/BiasAdd[1, 6, 6, 512]
2024-12-12 21:12:27,511:tensorflow_utils:generator_first/gen1_e6_conv2d/BiasAdd[1, 3, 3, 512]
2024-12-12 21:12:27,600:tensorflow_utils:generator_first/gen1_d1_deconv2d/BiasAdd[1, 6, 6, 512]
2024-12-12 21:12:27,601:tensorflow_utils:generator_first/gen1_d1_split[1, 6, 6, 512]
2024-12-12 21:12:27,693:tensorflow_utils:generator_first/gen1_d2_deconv2d/BiasAdd[1, 12, 12, 512]
2024-12-12 21:12:27,695:tensorflow_utils:generator_first/gen1_d2_split[1, 12, 12, 512]
2024-12-12 21:12:27,788:tensorflow_utils:generator_first/gen1_d3_conv2d_11/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:27,796:tensorflow_utils:generator_first/gen1_d3_deconv2d/BiasAdd[1, 24, 24, 512]
2024-12-12 21:12:27,797:tensorflow_utils:generator_first/gen1_d3_split_1[1, 24, 24, 512]
2024-12-12 21:12:27,798:tensorflow_utils:generator_first/d3_split_2[1, 24, 24, 512]
2024-12-12 21:12:27,887:tensorflow_utils:generator_first/gen1_d4_deconv2d/BiasAdd[1, 48, 48, 256]
2024-12-12 21:12:27,888:tensorflow_utils:generator_first/gen1_d4_split[1, 48, 48, 256]
2024-12-12 21:12:27,977:tensorflow_utils:generator_first/gen1_d4_conv2d_11/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:27,985:tensorflow_utils:generator_first/gen1_d5_deconv2d/BiasAdd[1, 96, 96, 128]
2024-12-12 21:12:27,986:tensorflow_utils:generator_first/gen1_d5_split[1, 96, 96, 128]
2024-12-12 21:12:28,134:tensorflow_utils:generator_first/gen1_d6_deconv2d/BiasAdd[1, 192, 192, 64]
2024-12-12 21:12:28,178:tensorflow_utils:generator_first/gen1_d7_deconv2d/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:28,196:tensorflow_utils:gen_merge/gen1_d8_conv/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:33,658:tensorflow_utils:concat_1[None, 384, 384, 6]
2024-12-12 21:12:33,659:tensorflow_utils:generator_dwi_1/gen1_e0_conv2d/BiasAdd[None, 192, 192, 64]
2024-12-12 21:12:33,712:tensorflow_utils:generator_dwi_1/gen1_e1_conv2d/BiasAdd[None, 96, 96, 128]
2024-12-12 21:12:33,785:tensorflow_utils:generator_dwi_1/gen1_e2_conv2d/BiasAdd[None, 48, 48, 256]
2024-12-12 21:12:33,859:tensorflow_utils:generator_dwi_1/gen1_e3_conv2d/BiasAdd[None, 24, 24, 512]
2024-12-12 21:12:33,934:tensorflow_utils:generator_dwi_1/gen1_e4_conv2d/BiasAdd[None, 12, 12, 512]
2024-12-12 21:12:34,009:tensorflow_utils:generator_dwi_1/gen1_e5_conv2d/BiasAdd[None, 6, 6, 512]
2024-12-12 21:12:34,082:tensorflow_utils:generator_dwi_1/gen1_e6_conv2d/BiasAdd[None, 3, 3, 512]
2024-12-12 21:12:34,159:tensorflow_utils:generator_dwi_1/gen1_d1_deconv2d/BiasAdd[None, 6, 6, 512]
2024-12-12 21:12:34,160:tensorflow_utils:generator_dwi_1/gen1_d1_split[None, 6, 6, 512]
2024-12-12 21:12:34,240:tensorflow_utils:generator_dwi_1/gen1_d2_deconv2d/BiasAdd[None, 12, 12, 512]
2024-12-12 21:12:34,241:tensorflow_utils:generator_dwi_1/gen1_d2_split[None, 12, 12, 512]
2024-12-12 21:12:34,322:tensorflow_utils:generator_dwi_1/gen1_d3_conv2d_11/BiasAdd[None, 384, 384, 3]
2024-12-12 21:12:34,324:tensorflow_utils:generator_dwi_1/gen1_d3_deconv2d/BiasAdd[None, 24, 24, 512]
2024-12-12 21:12:34,326:tensorflow_utils:generator_dwi_1/gen1_d3_split_1[None, 24, 24, 512]
2024-12-12 21:12:34,327:tensorflow_utils:generator_dwi_1/d3_split_2[None, 24, 24, 512]
2024-12-12 21:12:34,402:tensorflow_utils:generator_dwi_1/gen1_d4_deconv2d/BiasAdd[None, 48, 48, 256]
2024-12-12 21:12:34,403:tensorflow_utils:generator_dwi_1/gen1_d4_split[None, 48, 48, 256]
2024-12-12 21:12:34,478:tensorflow_utils:generator_dwi_1/gen1_d4_conv2d_11/BiasAdd[None, 384, 384, 3]
2024-12-12 21:12:34,481:tensorflow_utils:generator_dwi_1/gen1_d5_deconv2d/BiasAdd[None, 96, 96, 128]
2024-12-12 21:12:34,482:tensorflow_utils:generator_dwi_1/gen1_d5_split[None, 96, 96, 128]
2024-12-12 21:12:34,557:tensorflow_utils:generator_dwi_1/gen1_d6_deconv2d/BiasAdd[None, 192, 192, 64]
2024-12-12 21:12:34,581:tensorflow_utils:generator_dwi_1/gen1_d7_deconv2d/BiasAdd[None, 384, 384, 3]
2024-12-12 21:12:34,583:tensorflow_utils:x1_test_tfph[None, 384, 384, 3]
2024-12-12 21:12:34,584:tensorflow_utils:generator_first_1/gen1_e0_conv2d/BiasAdd[None, 192, 192, 64]
2024-12-12 21:12:34,639:tensorflow_utils:generator_first_1/gen1_e1_conv2d/BiasAdd[None, 96, 96, 128]
2024-12-12 21:12:34,714:tensorflow_utils:generator_first_1/gen1_e2_conv2d/BiasAdd[None, 48, 48, 256]
2024-12-12 21:12:34,787:tensorflow_utils:generator_first_1/gen1_e3_conv2d/BiasAdd[None, 24, 24, 512]
2024-12-12 21:12:34,861:tensorflow_utils:generator_first_1/gen1_e4_conv2d/BiasAdd[None, 12, 12, 512]
2024-12-12 21:12:34,938:tensorflow_utils:generator_first_1/gen1_e5_conv2d/BiasAdd[None, 6, 6, 512]
2024-12-12 21:12:35,015:tensorflow_utils:generator_first_1/gen1_e6_conv2d/BiasAdd[None, 3, 3, 512]
2024-12-12 21:12:35,094:tensorflow_utils:generator_first_1/gen1_d1_deconv2d/BiasAdd[None, 6, 6, 512]
2024-12-12 21:12:35,095:tensorflow_utils:generator_first_1/gen1_d1_split[None, 6, 6, 512]
2024-12-12 21:12:35,188:tensorflow_utils:generator_first_1/gen1_d2_deconv2d/BiasAdd[None, 12, 12, 512]
2024-12-12 21:12:35,190:tensorflow_utils:generator_first_1/gen1_d2_split[None, 12, 12, 512]
2024-12-12 21:12:35,271:tensorflow_utils:generator_first_1/gen1_d3_conv2d_11/BiasAdd[None, 384, 384, 3]
2024-12-12 21:12:35,274:tensorflow_utils:generator_first_1/gen1_d3_deconv2d/BiasAdd[None, 24, 24, 512]
2024-12-12 21:12:35,275:tensorflow_utils:generator_first_1/gen1_d3_split_1[None, 24, 24, 512]
2024-12-12 21:12:35,276:tensorflow_utils:generator_first_1/d3_split_2[None, 24, 24, 512]
2024-12-12 21:12:35,353:tensorflow_utils:generator_first_1/gen1_d4_deconv2d/BiasAdd[None, 48, 48, 256]
2024-12-12 21:12:35,355:tensorflow_utils:generator_first_1/gen1_d4_split[None, 48, 48, 256]
2024-12-12 21:12:35,430:tensorflow_utils:generator_first_1/gen1_d4_conv2d_11/BiasAdd[None, 384, 384, 3]
2024-12-12 21:12:35,433:tensorflow_utils:generator_first_1/gen1_d5_deconv2d/BiasAdd[None, 96, 96, 128]
2024-12-12 21:12:35,434:tensorflow_utils:generator_first_1/gen1_d5_split[None, 96, 96, 128]
2024-12-12 21:12:35,511:tensorflow_utils:generator_first_1/gen1_d6_deconv2d/BiasAdd[None, 192, 192, 64]
2024-12-12 21:12:35,536:tensorflow_utils:generator_first_1/gen1_d7_deconv2d/BiasAdd[None, 384, 384, 3]
2024-12-12 21:12:35,548:tensorflow_utils:gen_merge_1/gen1_d8_conv/BiasAdd[1, 384, 384, 3]
2024-12-12 21:12:35,549:tensorflow_utils:concat_2[None, 384, 384, 6]
2024-12-12 21:12:35,551:tensorflow_utils:generator_dwi_2/gen1_e0_conv2d/BiasAdd[None, 192, 192, 64]
2024-12-12 21:12:35,608:tensorflow_utils:generator_dwi_2/gen1_e1_conv2d/BiasAdd[None, 96, 96, 128]
2024-12-12 21:12:35,682:tensorflow_utils:generator_dwi_2/gen1_e2_conv2d/BiasAdd[None, 48, 48, 256]
2024-12-12 21:12:35,756:tensorflow_utils:generator_dwi_2/gen1_e3_conv2d/BiasAdd[None, 24, 24, 512]
2024-12-12 21:12:35,832:tensorflow_utils:generator_dwi_2/gen1_e4_conv2d/BiasAdd[None, 12, 12, 512]
2024-12-12 21:12:35,908:tensorflow_utils:generator_dwi_2/gen1_e5_conv2d/BiasAdd[None, 6, 6, 512]
2024-12-12 21:12:36,094:tensorflow_utils:generator_dwi_2/gen1_e6_conv2d/BiasAdd[None, 3, 3, 512]
2024-12-12 21:12:36,169:tensorflow_utils:generator_dwi_2/gen1_d1_deconv2d/BiasAdd[None, 6, 6, 512]
2024-12-12 21:12:36,170:tensorflow_utils:generator_dwi_2/gen1_d1_split[None, 6, 6, 512]
2024-12-12 21:12:36,256:tensorflow_utils:generator_dwi_2/gen1_d2_deconv2d/BiasAdd[None, 12, 12, 512]
