2024-12-12 21:21:38,147:tensorflow_utils:concat[1, 384, 384, 6]
2024-12-12 21:21:38,154:tensorflow_utils:generator_dwi/gen1_e0_conv2d/BiasAdd[1, 192, 192, 64]
2024-12-12 21:21:38,206:tensorflow_utils:generator_dwi/gen1_e1_conv2d/BiasAdd[1, 96, 96, 128]
2024-12-12 21:21:38,294:tensorflow_utils:generator_dwi/gen1_e2_conv2d/BiasAdd[1, 48, 48, 256]
2024-12-12 21:21:38,381:tensorflow_utils:generator_dwi/gen1_e3_conv2d/BiasAdd[1, 24, 24, 512]
2024-12-12 21:21:38,512:tensorflow_utils:generator_dwi/gen1_e4_conv2d/BiasAdd[1, 12, 12, 512]
2024-12-12 21:21:38,600:tensorflow_utils:generator_dwi/gen1_e5_conv2d/BiasAdd[1, 6, 6, 512]
2024-12-12 21:21:38,687:tensorflow_utils:generator_dwi/gen1_e6_conv2d/BiasAdd[1, 3, 3, 512]
2024-12-12 21:21:38,776:tensorflow_utils:generator_dwi/gen1_d1_deconv2d/BiasAdd[1, 6, 6, 512]
2024-12-12 21:21:38,780:tensorflow_utils:generator_dwi/gen1_d1_split[1, 6, 6, 512]
2024-12-12 21:21:38,876:tensorflow_utils:generator_dwi/gen1_d2_deconv2d/BiasAdd[1, 12, 12, 512]
2024-12-12 21:21:38,877:tensorflow_utils:generator_dwi/gen1_d2_split[1, 12, 12, 512]
2024-12-12 21:21:38,971:tensorflow_utils:generator_dwi/gen1_d3_conv2d_11/BiasAdd[1, 384, 384, 3]
2024-12-12 21:21:38,979:tensorflow_utils:generator_dwi/gen1_d3_deconv2d/BiasAdd[1, 24, 24, 512]
2024-12-12 21:21:38,980:tensorflow_utils:generator_dwi/gen1_d3_split_1[1, 24, 24, 512]
2024-12-12 21:21:38,981:tensorflow_utils:generator_dwi/d3_split_2[1, 24, 24, 512]
2024-12-12 21:21:39,071:tensorflow_utils:generator_dwi/gen1_d4_deconv2d/BiasAdd[1, 48, 48, 256]
2024-12-12 21:21:39,072:tensorflow_utils:generator_dwi/gen1_d4_split[1, 48, 48, 256]
2024-12-12 21:21:39,162:tensorflow_utils:generator_dwi/gen1_d4_conv2d_11/BiasAdd[1, 384, 384, 3]
2024-12-12 21:21:39,170:tensorflow_utils:generator_dwi/gen1_d5_deconv2d/BiasAdd[1, 96, 96, 128]
2024-12-12 21:21:39,171:tensorflow_utils:generator_dwi/gen1_d5_split[1, 96, 96, 128]
2024-12-12 21:21:39,261:tensorflow_utils:generator_dwi/gen1_d6_deconv2d/BiasAdd[1, 192, 192, 64]
2024-12-12 21:21:39,304:tensorflow_utils:generator_dwi/gen1_d7_deconv2d/BiasAdd[1, 384, 384, 3]
